# start_time: 1708760781747
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.49615383
0,0,0,0,0,0.49615383
0,0,0,0,0,0.7088745
0,0,0,0,0,0.7088745
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2.3647184
0,0,0,0,0,2.3647184
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1.2824676
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2824676
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4675324
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4675324
0,1.580758,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8910344
0,1.580758,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8910344
0.10416667,1.580758,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.780303
0.10416667,1.580758,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.780303
0.11904762,1.5809045,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375
0.11904762,1.5809045,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375
0,1.5809045,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.5809045,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.012987,1.5809045,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5313854
2.012987,1.5809045,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5313854
0.8333334,1.5806483,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6612556
0.8333334,1.5806483,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6612556
1.7640693,1.5806137,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7700218
1.7640693,1.5806137,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7700218
0.11363636,1.5804856,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11904762
